BS1_1	BS1_2	BS1_3	BS1_4	BS1_5	BS1_6	BS1_7	BS1_8	BS1_9	BS1_10	BS1_11	BS1_12	BS1_13	BS1_14	BS1_15	BS1_16	BS1_17	BS1_18	BS1_19	BS1_20	BS1_21	BS1_22	BS1_23	BS1_24	BS1_25	BS1_26	BS1_27	BS1_28	BS1_29	BS1_30	BS1_31	BS1_32	BS1_33	BS1_34	BS1_35	BS1_36	BS1_37	BS1_38	BS1_39	BS1_40	BS1_41	BS1_42	BS1_43	BS1_44	BS1_45	BS1_46	BS1_47	BS1_48	BS1_49	BS1_50
-1	-9.1203547	-1	-1	-1.0964286	-1	-1	-1	-1.4022529	-9.0658312	-1.6377718	-6.603446	-2.1000464	-1.9310918	-3.5508666	-2.5456591	-1	-11.835941	-1.6633465	-4.618854	-1.3323514	-2.1648533	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189
-3.5995693	-1	-1	-8.6878376	-2.4224524	-1.7883121	-1	-1.6519339	-5.7007909	-1	-3.4092824	-7.0490556	-3.6191337	-3.9570727	-3.638905	-1	-6.9697514	-3.1730866	-9.7957363	-6.1023908	-2.7065966	-10.010879	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189
-1	-4.4785037	-1	-1	-2.2539744	-1	-1	-4.8153706	-1	-11.243588	-2.7373533	-18.074949	-4.0645318	-3.5097232	-1.7949347	-1.0250996	-7.4587402	-3.3759222	-7.7709394	-6.1103787	-1	-3.6865017	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189
-1	-1	-1	-1	-1	-1	-1	-1	-1	-5.9102602	-2.7299256	-1.2047485	-1	-1.3436832	-1.8205764	-1.9823269	-4.1741781	-6.3310518	-3.0029035	-2.5596623	-1	-1	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189
-1	-1	-1	-1	-1	-1	-1	-2.2933781	-7.2444429	-5.7579145	-1	-5.4465356	-1	-2.8467693	-1.9822886	-1.0954225	-1	-2.1379087	-1	-1.4639537	-1	-2.7600892	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189
-1	-8.4595318	-1.2798998	-1	-4.8763151	-1	-1	-1	-1	-5.5757546	-4.0864363	-10.679276	-4.2569118	-3.6293352	-2.4885478	-2.0691466	-9.7597418	-3.8703692	-8.6380291	-7.6773319	-2.5497606	-8.0046206	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189
-1	-1	-1	-3.1416509	-1	-1	-1	-1	-1	-5.2377043	-1.6864226	-23.855469	-1	-1	-3.5215697	-1.5996809	-3.058814	-2.6924055	-2.8354807	-2.3278341	-2.5936396	-1	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189
-1.8343329	-5.3660598	-1	-1	-2.2883627	-1	-1	-1	-1.3284675	-2.5715086	-1.3520699	-1	-1	-1	-1	-3.6560609	-1	-7.2074542	-1	-2.6603594	-1.968344	-1.2731415	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189
-1	-1	-1	-1	-1	-1.1262187	-1	-3.1041603	-1.8005998	-7.2652731	-1.5753403	-23.755205	-1	-1	-1	-1.0184368	-1	-2.6792324	-1	-2.8240368	-10.088466	-2.5871153	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189
-1	-2.7299848	-1	-1	-1	-1	-1	-1	-1	-1	-2.5624628	-10.60505	-1	-1.0921078	-1.3490088	-1	-1.3232566	-4.6790204	-2.4293466	-2.3370302	-5.0747652	-1.6523811	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189
